Buyer ID,Age,Location,Painting Preference (%),Sculpture Preference (%),Photograph Preference (%),Avg Spend,Views,Likes,Style Preference,Medium Preference,Feedback Sentiment,Repeat Purchases
B2232,38,Paris,12,61,27,1589,18,15,Surreal,Watercolor,Neutral,8
B2233,34,Paris,46,87,-33,1624,10,9,Contemporary,Digital Prints,Positive,6
B2234,42,Singapore,61,86,-47,1434,33,14,Abstract,Sculpture,Negative,5
B2235,40,NYC,79,74,-53,1713,49,3,Surreal,Mixed Media,Positive,8
B2236,46,Berlin,81,3,16,202,6,9,Surreal,Bronze,Positive,3
B2237,23,London,93,5,2,733,32,4,Contemporary,Sculpture,Positive,5
B2238,44,Singapore,77,79,-56,1758,36,16,Impressionist,Watercolor,Positive,8
B2239,39,Dubai,94,19,-13,1502,23,19,Impressionist,Oil,Neutral,4
B2240,48,Toronto,25,32,43,547,22,10,Surreal,Bronze,Positive,3
B2241,27,NYC,42,81,-23,515,15,12,Surreal,Digital Prints,Positive,2
B2242,39,NYC,58,6,36,791,39,4,Realistic,Sculpture,Negative,4
B2243,23,Mumbai,80,36,-16,985,21,13,Abstract,Oil,Positive,8
B2244,35,NYC,53,33,14,536,11,3,Realistic,Sculpture,Negative,1
B2245,27,London,59,13,28,1726,23,8,Realistic,Digital Prints,Positive,9
B2246,25,Toronto,20,24,56,172,19,13,Surreal,Mixed Media,Neutral,2
B2247,58,Tokyo,50,56,-6,1165,45,1,Surreal,Bronze,Neutral,10
B2248,25,NYC,53,41,6,1235,14,5,Surreal,Watercolor,Negative,8
B2249,19,Toronto,87,73,-60,1180,46,3,Surreal,Digital Prints,Positive,1
B2250,61,Berlin,22,32,46,1047,31,11,Surreal,Sculpture,Neutral,1
B2251,44,Paris,34,30,36,871,38,18,Impressionist,Mixed Media,Neutral,10
B2252,38,Toronto,17,84,-1,1732,5,8,Abstract,Bronze,Neutral,1
B2253,29,Tokyo,39,43,18,1263,25,4,Surreal,Mixed Media,Neutral,9
B2254,21,Dubai,82,71,-53,1211,47,7,Abstract,Mixed Media,Positive,5
B2255,62,Paris,51,46,3,936,30,17,Abstract,Watercolor,Neutral,1
B2256,29,Mumbai,84,75,-59,966,31,4,Realistic,Digital Prints,Neutral,3
B2257,29,Toronto,87,36,-23,1881,39,4,Surreal,Oil,Neutral,6
B2258,53,Tokyo,85,67,-52,502,42,7,Realistic,Sculpture,Negative,5
B2259,37,Toronto,71,90,-61,1628,7,18,Impressionist,Oil,Negative,5
B2260,37,Mumbai,29,50,21,586,32,3,Contemporary,Bronze,Neutral,5
B2261,42,London,53,26,21,364,22,16,Impressionist,Sculpture,Neutral,10
B2262,33,London,35,71,-6,411,46,1,Realistic,Digital Prints,Neutral,1
B2263,28,Singapore,4,85,11,1681,17,6,Realistic,Watercolor,Positive,3
B2264,50,Tokyo,49,4,47,484,31,18,Abstract,Bronze,Positive,9
B2265,30,Tokyo,88,3,9,1793,26,15,Abstract,Watercolor,Negative,1
B2266,36,London,39,88,-27,1238,42,8,Contemporary,Sculpture,Neutral,3
B2267,47,Sydney,69,5,26,454,28,18,Surreal,Bronze,Positive,10
B2268,43,Tokyo,74,93,-67,1534,11,12,Abstract,Mixed Media,Negative,10
B2269,18,Singapore,62,51,-13,632,9,18,Contemporary,Oil,Positive,9
B2270,29,London,15,74,11,1490,40,11,Surreal,Bronze,Neutral,7
B2271,59,Sydney,59,69,-28,1249,31,2,Impressionist,Digital Prints,Neutral,9
B2272,52,Toronto,20,91,-11,719,21,10,Surreal,Bronze,Positive,8
B2273,34,Dubai,69,24,7,1721,5,16,Contemporary,Bronze,Negative,5
B2274,45,Dubai,74,40,-14,461,19,7,Impressionist,Watercolor,Neutral,2
B2275,31,NYC,98,76,-74,1190,25,17,Contemporary,Watercolor,Positive,5
B2276,47,Mumbai,57,40,3,730,5,13,Contemporary,Mixed Media,Negative,8
B2277,62,Singapore,32,14,54,1251,38,19,Abstract,Mixed Media,Neutral,3
B2278,39,Toronto,6,81,13,276,5,2,Surreal,Bronze,Neutral,6
B2279,64,NYC,81,100,-81,966,30,13,Surreal,Bronze,Positive,5
B2280,42,London,36,65,-1,646,8,15,Surreal,Digital Prints,Neutral,8
B2281,33,NYC,67,80,-47,1757,26,1,Impressionist,Oil,Neutral,4
B2282,60,Mumbai,34,39,27,1146,19,4,Surreal,Digital Prints,Negative,9
B2283,37,Sydney,51,41,8,1220,46,19,Impressionist,Mixed Media,Negative,1
B2284,34,Dubai,16,62,22,1680,34,3,Abstract,Oil,Neutral,2
B2285,51,Toronto,54,47,-1,1476,21,4,Abstract,Watercolor,Negative,3
B2286,60,Toronto,82,96,-78,254,26,2,Surreal,Watercolor,Positive,4
B2287,48,Singapore,79,65,-44,1489,34,2,Contemporary,Watercolor,Positive,2
B2288,30,Mumbai,92,68,-60,1371,40,15,Realistic,Bronze,Neutral,4
B2289,23,Berlin,8,98,-6,1867,36,13,Impressionist,Sculpture,Neutral,2
B2290,20,Berlin,39,44,17,1865,19,17,Impressionist,Bronze,Negative,6
B2291,31,Toronto,83,44,-27,581,29,15,Surreal,Oil,Positive,4
B2292,37,Toronto,56,84,-40,886,33,3,Surreal,Digital Prints,Positive,5
B2293,62,Dubai,82,11,7,570,48,13,Impressionist,Watercolor,Neutral,10
B2294,59,Mumbai,68,5,27,926,9,6,Abstract,Bronze,Negative,8
B2295,43,Singapore,82,68,-50,561,19,17,Abstract,Oil,Positive,10
B2296,36,Singapore,7,51,42,874,42,15,Abstract,Mixed Media,Neutral,1
B2297,32,Tokyo,62,98,-60,1458,25,1,Impressionist,Mixed Media,Neutral,9
B2298,61,NYC,57,12,31,1969,43,14,Impressionist,Mixed Media,Positive,10
B2299,39,Sydney,17,62,21,1029,44,20,Realistic,Watercolor,Positive,4
B2300,43,Paris,71,48,-19,1687,25,7,Abstract,Mixed Media,Neutral,6
B2301,59,NYC,99,37,-36,1880,19,3,Realistic,Bronze,Neutral,6
B2302,48,NYC,2,61,37,574,42,13,Surreal,Mixed Media,Neutral,8
B2303,35,NYC,87,8,5,827,35,15,Realistic,Digital Prints,Neutral,5
B2304,26,Tokyo,97,29,-26,1854,47,14,Realistic,Watercolor,Neutral,6
B2305,59,Dubai,56,97,-53,116,19,20,Surreal,Watercolor,Neutral,6
B2306,31,Paris,67,24,9,1063,8,7,Impressionist,Sculpture,Positive,9
B2307,60,Tokyo,70,21,9,1220,32,12,Impressionist,Sculpture,Positive,10
B2308,27,Dubai,61,8,31,401,36,12,Surreal,Sculpture,Neutral,4
B2309,55,London,81,2,17,1838,38,1,Surreal,Watercolor,Negative,10
B2310,24,Singapore,29,85,-14,739,45,11,Realistic,Mixed Media,Neutral,3
B2311,45,Dubai,7,11,82,1159,25,10,Surreal,Oil,Positive,7
B2312,32,NYC,33,19,48,1751,32,11,Contemporary,Oil,Positive,10
B2313,34,Toronto,62,1,37,1865,12,13,Impressionist,Mixed Media,Negative,10
B2314,55,London,43,29,28,327,9,17,Contemporary,Sculpture,Positive,4
B2315,43,Berlin,48,65,-13,1687,24,16,Surreal,Watercolor,Neutral,5
B2316,35,Berlin,29,95,-24,1341,7,18,Impressionist,Digital Prints,Positive,1
B2317,33,Sydney,99,66,-65,698,27,16,Surreal,Oil,Positive,8
B2318,26,Sydney,66,29,5,1786,5,3,Contemporary,Digital Prints,Neutral,10
B2319,59,Dubai,97,18,-15,706,34,9,Impressionist,Mixed Media,Negative,2
B2320,49,Toronto,61,23,16,1632,12,14,Contemporary,Digital Prints,Positive,6
B2321,18,NYC,85,75,-60,648,47,10,Surreal,Oil,Neutral,8
B2322,43,Berlin,59,35,6,1177,20,12,Surreal,Sculpture,Neutral,8
B2323,37,Paris,93,24,-17,1212,12,3,Impressionist,Oil,Positive,7
B2324,34,Dubai,63,54,-17,152,48,3,Contemporary,Digital Prints,Neutral,9
B2325,42,NYC,13,91,-4,1395,27,10,Realistic,Sculpture,Negative,6
B2326,44,Toronto,89,49,-38,683,16,5,Impressionist,Digital Prints,Neutral,3
B2327,33,Paris,96,72,-68,621,29,3,Abstract,Mixed Media,Negative,1
B2328,24,Berlin,21,99,-20,503,31,12,Impressionist,Sculpture,Negative,6
B2329,48,London,55,32,13,190,42,15,Impressionist,Sculpture,Neutral,7
B2330,32,Paris,41,19,40,1529,20,10,Realistic,Watercolor,Neutral,3
B2331,47,Singapore,99,7,-6,584,32,1,Contemporary,Oil,Neutral,7
B2332,30,Berlin,26,19,55,102,37,3,Realistic,Oil,Positive,3
B2333,55,NYC,35,99,-34,644,5,1,Abstract,Watercolor,Negative,4
B2334,63,Tokyo,90,62,-52,1192,18,10,Contemporary,Mixed Media,Positive,10
B2335,60,London,26,45,29,1900,46,17,Realistic,Mixed Media,Positive,7
B2336,38,Dubai,52,48,0,1252,8,16,Contemporary,Watercolor,Positive,4
B2337,18,Mumbai,84,23,-7,1958,7,16,Realistic,Watercolor,Positive,10
B2338,55,Tokyo,95,59,-54,1650,39,12,Contemporary,Bronze,Neutral,6
B2339,35,Singapore,26,36,38,553,34,7,Realistic,Digital Prints,Neutral,2
B2340,46,Berlin,41,46,13,211,40,4,Surreal,Mixed Media,Negative,10
B2341,41,London,16,61,23,657,17,4,Contemporary,Watercolor,Neutral,6
B2342,35,NYC,31,19,50,734,48,6,Realistic,Oil,Neutral,6
B2343,27,Berlin,79,5,16,800,24,4,Realistic,Sculpture,Neutral,10
B2344,20,London,81,30,-11,761,21,7,Abstract,Watercolor,Positive,6
B2345,44,Sydney,32,56,12,1129,11,20,Surreal,Oil,Positive,2
B2346,58,London,81,90,-71,1598,43,18,Impressionist,Digital Prints,Negative,3
B2347,33,Sydney,42,60,-2,163,50,13,Impressionist,Digital Prints,Positive,3
B2348,48,Mumbai,27,98,-25,1720,5,12,Impressionist,Mixed Media,Negative,6
B2349,20,Mumbai,30,62,8,1390,40,10,Surreal,Bronze,Positive,1
B2350,61,Sydney,70,50,-20,1236,8,10,Surreal,Bronze,Neutral,4
B2351,21,Paris,27,54,19,1999,25,13,Surreal,Mixed Media,Neutral,9
B2352,29,Singapore,7,85,8,1043,11,14,Realistic,Sculpture,Neutral,3
B2353,58,Dubai,96,37,-33,887,11,11,Impressionist,Watercolor,Positive,8
B2354,22,Mumbai,90,76,-66,1104,36,11,Abstract,Bronze,Positive,6
B2355,24,Singapore,35,98,-33,390,5,7,Surreal,Mixed Media,Positive,5
B2356,61,Mumbai,15,44,41,1429,36,6,Realistic,Bronze,Positive,4
B2357,53,Mumbai,45,33,22,991,32,17,Impressionist,Oil,Positive,5
B2358,37,Dubai,35,99,-34,410,12,20,Abstract,Digital Prints,Neutral,1
B2359,51,Mumbai,37,48,15,704,32,16,Surreal,Sculpture,Positive,7
B2360,29,Toronto,6,35,59,871,48,19,Impressionist,Watercolor,Negative,4
B2361,51,Toronto,89,0,11,137,5,2,Surreal,Bronze,Negative,1
B2362,64,Mumbai,80,26,-6,1488,48,17,Surreal,Digital Prints,Negative,1
B2363,45,Mumbai,22,89,-11,1619,43,5,Abstract,Bronze,Neutral,2
B2364,50,Paris,6,4,90,867,41,19,Surreal,Sculpture,Negative,3
B2365,36,NYC,92,13,-5,401,16,2,Realistic,Watercolor,Positive,5
B2366,43,Dubai,8,73,19,1305,37,2,Impressionist,Digital Prints,Negative,9
B2367,39,Mumbai,76,39,-15,1059,45,8,Surreal,Oil,Neutral,7
B2368,30,Dubai,24,89,-13,435,27,6,Realistic,Sculpture,Negative,1
B2369,51,London,50,81,-31,526,47,2,Surreal,Watercolor,Positive,6
B2370,24,Mumbai,15,36,49,1761,46,3,Abstract,Oil,Neutral,10
B2371,59,NYC,18,21,61,1422,43,2,Surreal,Watercolor,Neutral,9
B2372,21,Singapore,57,95,-52,820,12,10,Abstract,Mixed Media,Neutral,2
B2373,42,London,91,94,-85,1692,49,14,Realistic,Oil,Negative,3
B2374,26,Sydney,97,12,-9,931,14,10,Surreal,Watercolor,Negative,8
B2375,31,Sydney,61,41,-2,1632,34,8,Contemporary,Watercolor,Negative,2
B2376,46,London,68,4,28,649,49,13,Realistic,Watercolor,Negative,7
B2377,23,Toronto,53,12,35,1165,44,19,Abstract,Sculpture,Positive,2
B2378,39,Toronto,97,84,-81,747,28,12,Contemporary,Digital Prints,Neutral,6
B2379,55,Sydney,10,80,10,545,21,9,Contemporary,Sculpture,Positive,2
B2380,50,London,30,37,33,997,30,13,Contemporary,Mixed Media,Neutral,1
B2381,39,Sydney,40,90,-30,1018,9,20,Impressionist,Mixed Media,Neutral,10
B2382,37,London,17,75,8,777,43,8,Surreal,Sculpture,Positive,3
B2383,58,Mumbai,79,90,-69,178,21,4,Surreal,Bronze,Negative,5
B2384,23,Paris,61,56,-17,480,27,13,Abstract,Oil,Positive,7
B2385,27,Sydney,69,21,10,1684,36,11,Realistic,Bronze,Positive,6
B2386,61,Dubai,25,41,34,1132,16,1,Impressionist,Digital Prints,Negative,8
B2387,37,Toronto,30,49,21,776,37,19,Abstract,Sculpture,Negative,8
B2388,41,Paris,1,78,21,743,34,7,Impressionist,Oil,Positive,7
B2389,52,Tokyo,19,99,-18,1193,49,18,Realistic,Oil,Positive,10
B2390,18,Dubai,52,7,41,772,16,1,Surreal,Mixed Media,Neutral,7
B2391,65,NYC,99,68,-67,1349,10,8,Surreal,Watercolor,Neutral,10
B2392,48,NYC,79,5,16,405,13,11,Abstract,Bronze,Positive,10
B2393,23,Berlin,52,0,48,775,42,12,Abstract,Mixed Media,Neutral,7
B2394,27,Toronto,100,35,-35,797,16,20,Abstract,Sculpture,Positive,8
B2395,65,NYC,68,37,-5,1918,8,18,Contemporary,Watercolor,Neutral,4
B2396,26,NYC,68,52,-20,185,24,2,Contemporary,Digital Prints,Negative,3
B2397,24,Dubai,39,3,58,1445,7,10,Surreal,Digital Prints,Neutral,2
B2398,35,Mumbai,25,59,16,627,27,3,Surreal,Watercolor,Neutral,4
B2399,30,Paris,45,45,10,1763,40,15,Impressionist,Digital Prints,Positive,1
B2400,20,Dubai,35,10,55,1620,20,7,Abstract,Sculpture,Negative,5
B2401,54,Mumbai,52,40,8,258,48,7,Impressionist,Bronze,Neutral,4
B2402,43,Mumbai,84,85,-69,518,24,7,Realistic,Watercolor,Neutral,3
B2403,31,NYC,91,60,-51,764,38,8,Contemporary,Oil,Positive,3
B2404,56,NYC,67,49,-16,100,9,8,Impressionist,Mixed Media,Neutral,3
B2405,50,Toronto,81,10,9,180,30,11,Realistic,Mixed Media,Neutral,10
B2406,21,Sydney,15,93,-8,1518,27,19,Surreal,Watercolor,Neutral,6
B2407,41,NYC,57,76,-33,562,20,12,Impressionist,Sculpture,Neutral,2
B2408,54,Singapore,54,5,41,941,9,12,Contemporary,Sculpture,Negative,3
B2409,61,Paris,21,29,50,1850,40,6,Contemporary,Sculpture,Positive,1
B2410,34,Berlin,34,21,45,1040,32,16,Impressionist,Watercolor,Neutral,8
B2411,42,Toronto,75,50,-25,1683,38,17,Impressionist,Oil,Neutral,9
B2412,64,NYC,55,100,-55,1190,5,8,Abstract,Bronze,Negative,8
B2413,59,Tokyo,55,9,36,1328,19,5,Realistic,Watercolor,Positive,10
B2414,42,Berlin,95,73,-68,1389,33,14,Impressionist,Digital Prints,Negative,6
B2415,63,Singapore,45,33,22,1091,43,13,Abstract,Sculpture,Negative,10
B2416,36,Mumbai,30,85,-15,1018,23,14,Surreal,Watercolor,Negative,6
B2417,57,Mumbai,100,70,-70,1090,40,11,Impressionist,Watercolor,Neutral,9
B2418,63,Tokyo,8,95,-3,1667,30,5,Abstract,Digital Prints,Negative,1
B2419,58,Mumbai,55,12,33,1311,48,16,Surreal,Digital Prints,Negative,5
B2420,27,London,2,17,81,494,35,19,Contemporary,Oil,Negative,2
B2421,46,Paris,17,17,66,1279,7,19,Impressionist,Mixed Media,Neutral,2
B2422,26,Dubai,47,54,-1,288,38,11,Impressionist,Watercolor,Neutral,8
B2423,32,Tokyo,55,12,33,1366,42,9,Contemporary,Watercolor,Neutral,5
B2424,36,Mumbai,38,49,13,1316,36,15,Abstract,Digital Prints,Negative,9
B2425,51,NYC,23,34,43,110,18,10,Impressionist,Mixed Media,Neutral,1
B2426,42,Mumbai,88,11,1,976,35,15,Realistic,Mixed Media,Negative,4
B2427,46,Paris,22,33,45,1729,6,1,Contemporary,Bronze,Neutral,8
B2428,27,Sydney,74,71,-45,923,25,2,Abstract,Watercolor,Neutral,10
B2429,43,Paris,63,17,20,1967,36,11,Contemporary,Watercolor,Positive,5
B2430,30,London,75,35,-10,1906,35,4,Abstract,Watercolor,Negative,10
B2431,63,Dubai,6,3,91,1091,41,16,Surreal,Watercolor,Neutral,7
B2432,33,Berlin,93,95,-88,1703,6,2,Surreal,Bronze,Neutral,4
B2433,31,Dubai,87,8,5,1268,14,18,Impressionist,Digital Prints,Negative,8
B2434,44,London,83,23,-6,1965,33,16,Contemporary,Mixed Media,Positive,10
B2435,59,London,46,10,44,1038,50,17,Surreal,Bronze,Positive,5
B2436,25,Mumbai,25,80,-5,436,47,20,Abstract,Bronze,Positive,10
B2437,59,NYC,37,26,37,890,23,20,Realistic,Oil,Negative,10
B2438,20,Paris,84,27,-11,453,32,8,Abstract,Watercolor,Positive,10
B2439,46,Tokyo,10,57,33,859,39,3,Contemporary,Bronze,Negative,5
B2440,25,Toronto,50,91,-41,542,19,14,Abstract,Mixed Media,Negative,7
B2441,28,Singapore,59,29,12,633,12,13,Realistic,Sculpture,Negative,8
B2442,48,Sydney,40,93,-33,203,50,12,Surreal,Digital Prints,Positive,7
B2443,47,London,95,93,-88,929,20,2,Surreal,Bronze,Neutral,4
B2444,22,Sydney,52,97,-49,764,8,8,Contemporary,Sculpture,Positive,6
B2445,52,Tokyo,39,13,48,955,10,2,Impressionist,Bronze,Positive,5
B2446,56,Sydney,73,93,-66,988,19,5,Contemporary,Sculpture,Negative,2
B2447,52,Sydney,82,47,-29,1928,8,9,Realistic,Oil,Negative,6
B2448,34,Singapore,93,45,-38,638,42,7,Realistic,Oil,Negative,9
B2449,62,Toronto,35,39,26,1647,15,11,Surreal,Oil,Negative,4
B2450,49,Paris,68,3,29,511,20,20,Realistic,Digital Prints,Negative,9
B2451,33,Berlin,75,9,16,764,15,20,Impressionist,Bronze,Positive,2
B2452,49,Sydney,24,43,33,301,40,15,Realistic,Bronze,Neutral,3
B2453,39,Paris,42,68,-10,255,44,20,Impressionist,Sculpture,Neutral,4
B2454,53,Dubai,98,62,-60,681,29,17,Abstract,Sculpture,Negative,9
B2455,18,NYC,23,23,54,663,23,20,Realistic,Watercolor,Neutral,6
B2456,18,Dubai,56,4,40,210,11,11,Surreal,Digital Prints,Neutral,2
B2457,62,Paris,48,83,-31,1937,31,9,Contemporary,Watercolor,Positive,10
B2458,56,Berlin,96,97,-93,563,26,16,Impressionist,Digital Prints,Positive,4
B2459,39,Tokyo,97,1,2,1855,39,14,Surreal,Sculpture,Positive,7
B2460,58,London,80,26,-6,907,19,12,Impressionist,Mixed Media,Negative,8
B2461,39,Dubai,22,34,44,1129,48,14,Surreal,Sculpture,Neutral,4
B2462,61,Tokyo,29,24,47,1513,43,1,Abstract,Sculpture,Negative,5
B2463,35,Sydney,22,12,66,572,20,19,Realistic,Sculpture,Neutral,6
B2464,48,Singapore,96,4,0,1443,15,15,Contemporary,Oil,Neutral,9
B2465,39,Paris,28,91,-19,971,49,6,Impressionist,Sculpture,Negative,1
B2466,19,Toronto,61,45,-6,1545,16,10,Contemporary,Mixed Media,Negative,4
B2467,24,Paris,32,60,8,921,45,16,Surreal,Mixed Media,Neutral,2
B2468,54,London,46,12,42,707,17,15,Surreal,Mixed Media,Negative,4
B2469,24,Tokyo,23,69,8,870,32,1,Contemporary,Digital Prints,Positive,1
B2470,30,Berlin,96,17,-13,1993,45,17,Abstract,Sculpture,Negative,1
B2471,50,Singapore,49,58,-7,688,46,11,Abstract,Sculpture,Negative,9
B2472,22,Singapore,15,33,52,545,10,20,Surreal,Oil,Negative,8
B2473,32,NYC,8,53,39,1566,40,1,Abstract,Sculpture,Negative,5
B2474,31,Sydney,46,60,-6,1160,43,8,Abstract,Mixed Media,Negative,7
B2475,26,Singapore,23,13,64,741,47,15,Impressionist,Oil,Positive,5
B2476,26,Berlin,64,64,-28,1433,30,15,Abstract,Digital Prints,Negative,6
B2477,47,Tokyo,94,58,-52,1629,14,13,Surreal,Mixed Media,Negative,5
B2478,58,London,86,45,-31,1377,48,19,Realistic,Bronze,Neutral,8
B2479,53,Sydney,79,12,9,1094,15,14,Contemporary,Digital Prints,Negative,9
B2480,30,Berlin,72,30,-2,981,20,11,Abstract,Sculpture,Positive,8
B2481,57,Singapore,28,39,33,537,24,18,Contemporary,Bronze,Neutral,10
B2482,38,NYC,18,59,23,293,29,19,Surreal,Watercolor,Positive,10
B2483,55,London,90,47,-37,289,6,5,Abstract,Digital Prints,Positive,2
B2484,56,NYC,97,40,-37,1550,15,10,Realistic,Oil,Negative,9
B2485,30,Toronto,25,33,42,586,33,19,Impressionist,Sculpture,Neutral,1
B2486,33,NYC,4,15,81,1989,19,13,Abstract,Sculpture,Positive,9
B2487,30,Tokyo,17,52,31,747,39,1,Contemporary,Watercolor,Neutral,3
B2488,64,Toronto,51,43,6,1623,18,6,Impressionist,Mixed Media,Positive,7
B2489,23,Tokyo,23,7,70,1274,46,2,Realistic,Mixed Media,Negative,1
B2490,56,Mumbai,96,98,-94,1433,5,10,Impressionist,Oil,Negative,5
B2491,24,Berlin,49,86,-35,724,36,2,Impressionist,Digital Prints,Negative,2
B2492,41,Mumbai,56,4,40,802,28,4,Contemporary,Digital Prints,Neutral,2
B2493,22,Paris,28,45,27,1924,5,10,Abstract,Oil,Positive,10
B2494,26,NYC,44,13,43,1147,21,17,Impressionist,Bronze,Neutral,8
B2495,48,NYC,12,27,61,876,44,19,Realistic,Sculpture,Negative,8
B2496,37,Singapore,17,93,-10,1608,48,1,Surreal,Watercolor,Negative,6
B2497,18,London,7,52,41,1231,15,11,Surreal,Watercolor,Negative,8
B2498,31,Berlin,82,32,-14,180,16,4,Abstract,Oil,Neutral,1
B2499,23,Mumbai,74,66,-40,229,40,12,Abstract,Watercolor,Neutral,1
B2500,51,Dubai,59,4,37,1254,12,4,Impressionist,Sculpture,Positive,2
B2501,41,Toronto,6,64,30,437,25,1,Abstract,Watercolor,Positive,6
B2502,28,NYC,96,46,-42,1308,38,1,Realistic,Digital Prints,Negative,5
B2503,24,London,1,49,50,1110,12,11,Realistic,Watercolor,Positive,2
B2504,50,Mumbai,94,29,-23,590,32,13,Realistic,Sculpture,Negative,5
B2505,28,NYC,57,76,-33,1059,44,10,Realistic,Watercolor,Negative,2
B2506,47,Toronto,86,51,-37,1998,13,20,Realistic,Mixed Media,Neutral,9
B2507,50,Paris,69,60,-29,1405,18,5,Impressionist,Bronze,Neutral,7
B2508,53,Singapore,100,30,-30,1641,41,14,Surreal,Watercolor,Negative,6
B2509,27,Mumbai,65,67,-32,1537,6,1,Surreal,Bronze,Negative,8
B2510,43,NYC,66,40,-6,1674,34,20,Impressionist,Sculpture,Neutral,4
B2511,46,Tokyo,1,33,66,1112,29,2,Realistic,Mixed Media,Positive,2
B2512,26,Mumbai,22,32,46,303,24,2,Impressionist,Digital Prints,Positive,8
B2513,25,Dubai,4,91,5,510,20,17,Impressionist,Watercolor,Positive,6
B2514,43,NYC,90,42,-32,1551,22,5,Surreal,Mixed Media,Negative,5
B2515,36,NYC,28,20,52,1956,24,20,Contemporary,Sculpture,Neutral,1
B2516,65,London,30,100,-30,764,19,9,Contemporary,Watercolor,Positive,1
B2517,65,Toronto,96,84,-80,804,24,10,Abstract,Watercolor,Negative,1
B2518,54,Singapore,62,21,17,953,29,7,Contemporary,Digital Prints,Positive,6
B2519,27,Toronto,15,19,66,422,21,6,Surreal,Sculpture,Neutral,9
B2520,51,Mumbai,33,29,38,191,28,19,Abstract,Oil,Positive,1
B2521,25,Tokyo,40,9,51,546,33,8,Abstract,Mixed Media,Negative,1
B2522,43,Dubai,27,70,3,1562,24,4,Abstract,Digital Prints,Negative,6
B2523,47,Tokyo,98,38,-36,1498,19,16,Impressionist,Watercolor,Positive,3
B2524,56,London,51,35,14,1875,9,5,Realistic,Mixed Media,Positive,5
B2525,52,NYC,81,44,-25,916,28,17,Abstract,Mixed Media,Positive,6
B2526,55,Mumbai,83,96,-79,509,10,3,Impressionist,Sculpture,Positive,6
B2527,33,Tokyo,66,49,-15,483,20,18,Surreal,Oil,Negative,3
B2528,57,Berlin,40,2,58,890,27,2,Realistic,Oil,Neutral,10
B2529,22,Paris,41,58,1,561,16,8,Surreal,Oil,Positive,6
B2530,39,Singapore,91,37,-28,1748,20,3,Abstract,Sculpture,Negative,5
B2531,56,London,44,77,-21,212,19,13,Contemporary,Sculpture,Negative,1
B2532,26,Tokyo,90,25,-15,972,11,18,Contemporary,Watercolor,Negative,1
B2533,60,Sydney,19,83,-2,1318,48,20,Abstract,Watercolor,Positive,2
B2534,47,Singapore,9,27,64,709,33,13,Surreal,Oil,Neutral,9
B2535,54,Toronto,20,60,20,599,49,12,Abstract,Sculpture,Positive,4
B2536,20,Toronto,77,28,-5,631,28,5,Contemporary,Watercolor,Positive,7
B2537,54,Berlin,63,2,35,1074,41,15,Impressionist,Digital Prints,Positive,7
B2538,61,Berlin,85,65,-50,798,19,16,Surreal,Digital Prints,Neutral,4
B2539,36,Sydney,19,15,66,1116,24,17,Abstract,Mixed Media,Positive,8
B2540,51,Berlin,63,33,4,1152,43,12,Impressionist,Watercolor,Negative,3
B2541,58,Berlin,21,4,75,829,40,19,Impressionist,Bronze,Neutral,2
B2542,26,Sydney,72,75,-47,1897,13,7,Surreal,Bronze,Neutral,4
B2543,50,Dubai,97,32,-29,1346,32,7,Realistic,Bronze,Neutral,1
B2544,60,Berlin,52,29,19,208,45,12,Surreal,Sculpture,Negative,1
B2545,59,Singapore,66,90,-56,688,16,7,Realistic,Mixed Media,Positive,9
B2546,29,Sydney,14,4,82,762,39,2,Contemporary,Bronze,Positive,10
B2547,28,Toronto,2,46,52,186,41,10,Realistic,Digital Prints,Positive,3
B2548,25,Paris,55,85,-40,176,21,3,Contemporary,Oil,Neutral,9
B2549,59,Singapore,85,27,-12,427,7,2,Surreal,Sculpture,Negative,6
B2550,46,London,96,61,-57,639,8,16,Surreal,Watercolor,Negative,9
B2551,21,Paris,50,5,45,1413,18,4,Abstract,Bronze,Neutral,2
B2552,21,Mumbai,33,28,39,838,21,6,Surreal,Oil,Neutral,10
B2553,44,Singapore,80,47,-27,979,17,16,Abstract,Sculpture,Positive,5
B2554,61,Sydney,86,11,3,1323,13,12,Impressionist,Digital Prints,Neutral,2
B2555,61,London,95,16,-11,1431,11,7,Impressionist,Mixed Media,Neutral,7
B2556,60,Tokyo,82,25,-7,1298,25,18,Abstract,Watercolor,Positive,1
B2557,22,Toronto,57,61,-18,910,24,13,Abstract,Sculpture,Neutral,9
B2558,49,Sydney,66,99,-65,1532,40,6,Realistic,Sculpture,Negative,10
B2559,60,Mumbai,85,34,-19,754,31,6,Realistic,Bronze,Positive,1
B2560,53,Dubai,31,33,36,1267,16,10,Impressionist,Bronze,Negative,8
B2561,24,Singapore,60,84,-44,1254,25,12,Contemporary,Bronze,Neutral,9
B2562,26,Tokyo,28,26,46,1221,38,3,Contemporary,Watercolor,Positive,9
B2563,34,Tokyo,5,13,82,1617,39,12,Abstract,Bronze,Neutral,4
B2564,25,London,9,31,60,754,16,10,Impressionist,Mixed Media,Neutral,4
B2565,56,Sydney,95,3,2,1377,16,6,Contemporary,Oil,Neutral,7
B2566,24,Sydney,17,29,54,1197,25,2,Realistic,Watercolor,Neutral,4
B2567,48,Tokyo,71,55,-26,853,40,2,Realistic,Digital Prints,Negative,1
